1764200293.991466,4
1764200294.093955,26
1764200294.196506,53
1764200294.301353,94
1764200294.409842,100
1764200294.519994,99
1764200294.639437,100
1764200294.749300,99
1764200294.858702,98
1764200294.967214,99
1764200295.075818,98
1764200295.188318,99
1764200295.300350,100
1764200295.412811,99
1764200295.518227,100
1764200295.621617,98
1764200295.726139,99
1764200295.837890,97
1764200295.947211,66
1764200296.058424,64
1764200296.166560,70
1764200296.278620,73
1764200296.391223,82
1764200296.502994,90
1764200296.607129,63
1764200296.719670,63
1764200296.822064,63
1764200296.924375,62
1764200297.027826,63
1764200297.131526,64
1764200297.235013,65
1764200297.343393,65
1764200297.451319,68
1764200297.568313,67
1764200297.678759,67
1764200297.788310,65
1764200297.894835,66
1764200298.005572,67
1764200298.117256,65
1764200298.228144,66
1764200298.340076,68
1764200298.448241,74
1764200298.568486,77
1764200298.678988,88
1764200298.789837,98
1764200298.904240,93
1764200299.014839,73
1764200299.125539,72
1764200299.238825,71
1764200299.349359,71
1764200299.457764,69
1764200299.573774,71
1764200299.684954,71
1764200299.798029,70
1764200299.909409,70
1764200300.021607,73
1764200300.132071,74
1764200300.242122,74
1764200300.353788,71
1764200300.461976,72
1764200300.584923,72
1764200300.698080,73
1764200300.805954,74
1764200300.916276,72
1764200301.024121,71
1764200301.134212,63
1764200301.244013,67
1764200301.354321,73
1764200301.462099,78
1764200301.577363,85
1764200301.687230,85
1764200301.798289,59
1764200301.907934,57
1764200302.017072,59
1764200302.126105,59
1764200302.235554,59
1764200302.345919,61
1764200302.453334,61
1764200302.575579,60
1764200302.685604,60
1764200302.800130,62
1764200302.903352,62
1764200303.010221,68
1764200303.120933,71
1764200303.227936,74
1764200303.339395,84
1764200303.446784,85
1764200303.556764,91
1764200303.666640,82
1764200303.776854,66
1764200303.880278,65
1764200303.986902,65
1764200304.096523,65
1764200304.205865,65
1764200304.316076,66
1764200304.427154,66
1764200304.537105,66
1764200304.646802,66
1764200304.756227,68
1764200304.866102,68
1764200304.976384,68
1764200305.087650,68
1764200305.197334,70
1764200305.307092,71
1764200305.414492,70
1764200305.524718,72
1764200305.634995,79
1764200305.745875,80
1764200305.856143,81
1764200305.966115,91
1764200306.093424,92
1764200306.203240,96
1764200306.312872,97
1764200306.423819,74
1764200306.533240,75
1764200306.644549,73
1764200306.754176,72
1764200306.864537,73
1764200306.974348,74
1764200307.089886,73
1764200307.196155,75
1764200307.306015,74
1764200307.412261,74
1764200307.521872,77
1764200307.633835,77
1764200307.743584,77
1764200307.846987,78
1764200307.953677,79
1764200308.063864,78
1764200308.173612,77
1764200308.280149,79
1764200308.389617,81
1764200308.500052,87
1764200308.609704,86
1764200308.718891,92
1764200308.827638,92
1764200308.933646,95
1764200309.043205,95
1764200309.152889,98
1764200309.262684,98
1764200309.372205,100
1764200309.480153,98
1764200309.590570,82
1764200309.701656,85
1764200309.811958,83
1764200309.922791,82
1764200310.032841,84
1764200310.143394,83
1764200310.252968,84
1764200310.363887,84
1764200310.472796,84
1764200310.591391,85
1764200310.701128,86
1764200310.810113,93
1764200310.919369,92
1764200311.028980,96
1764200311.138865,96
1764200311.247639,100
1764200311.357748,99
1764200311.465147,100
1764200311.573887,100
1764200311.682602,99
1764200311.791976,97
1764200311.902010,97
1764200312.014374,93
1764200312.122347,62
1764200312.232236,45
1764200312.341060,44
1764200312.446205,45
1764200312.555652,45
1764200312.665204,46
1764200312.782792,45
1764200312.887030,46
1764200312.996049,47
1764200313.105749,47
1764200313.214797,47
1764200313.323645,48
1764200313.437300,50
1764200313.546773,49
1764200313.655797,51
1764200313.764608,51
1764200313.868253,52
1764200313.976615,54
1764200314.090488,60
1764200314.200640,62
1764200314.310686,62
1764200314.420446,63
1764200314.530950,63
1764200314.640945,64
1764200314.751186,63
1764200314.861008,64
1764200314.969854,65
1764200315.079861,63
1764200315.189653,58
1764200315.300107,59
1764200315.410721,57
1764200315.521650,57
1764200315.633437,58
1764200315.743400,58
1764200315.853661,59
1764200315.963924,59
1764200316.073902,58
1764200316.183620,61
1764200316.292858,61
1764200316.403887,62
1764200316.515376,62
1764200316.624554,61
1764200316.733765,62
1764200316.844058,62
1764200316.954557,63
1764200317.064890,70
1764200317.175536,71
1764200317.285190,71
1764200317.395763,73
1764200317.505300,74
1764200317.620075,75
1764200317.730259,75
1764200317.840752,76
1764200317.950307,75
1764200318.060440,77
1764200318.170875,76
1764200318.280829,72
1764200318.395806,67
1764200318.501847,69
1764200318.626096,68
1764200318.736526,68
1764200318.850157,68
1764200318.960162,68
1764200319.070335,69
1764200319.180717,69
1764200319.289981,70
1764200319.426026,70
1764200319.530195,72
1764200319.634207,79
1764200319.739532,79
1764200319.848765,79
1764200319.957983,81
1764200320.067389,82
1764200320.176962,81
1764200320.285707,84
1764200320.395616,82
1764200320.499945,83
1764200320.608492,83
1764200320.718108,84
1764200320.823969,84
1764200320.935835,82
1764200321.045381,80
1764200321.155448,77
1764200321.264748,77
1764200321.374736,76
1764200321.482556,77
1764200321.592208,76
1764200321.702198,77
1764200321.811904,77
1764200321.922029,76
1764200322.032280,75
1764200322.142417,78
1764200322.252526,78
1764200322.362447,78
1764200322.470647,79
1764200322.580652,78
1764200322.690107,80
1764200322.803389,79
1764200322.912863,81
1764200323.022678,88
1764200323.130254,87
1764200323.240373,89
1764200323.350216,89
1764200323.458554,91
1764200323.568335,90
1764200323.678254,92
1764200323.787235,92
1764200323.896596,93
1764200324.008192,93
1764200324.127518,94
1764200324.237170,94
1764200324.344423,93
1764200324.448754,94
1764200324.553142,91
1764200324.661698,90
1764200324.770088,86
1764200324.879599,86
1764200324.989262,86
1764200325.098509,86
1764200325.207630,86
1764200325.315833,86
1764200325.426854,86
1764200325.530493,86
1764200325.636630,87
1764200325.744180,87
1764200325.853091,87
1764200325.962027,87
1764200326.071740,87
1764200326.180725,89
1764200326.289548,88
1764200326.395952,88
1764200326.505486,89
1764200326.618982,97
1764200326.729565,97
1764200326.838682,98
1764200326.947804,97
1764200327.057168,99
1764200327.166198,98
1764200327.276844,99
1764200327.389591,99
1764200327.498760,100
1764200327.607733,98
1764200327.716994,98
1764200327.825172,77
1764200327.934901,54
1764200328.044409,52
1764200328.153687,53
1764200328.262884,52
1764200328.372493,50
1764200328.480375,49
1764200328.590496,48
1764200328.700297,50
1764200328.809155,49
1764200328.920626,49
1764200329.031737,51
1764200329.142362,51
1764200329.252028,51
1764200329.362707,52
1764200329.465842,54
1764200329.569981,60
1764200329.679012,58
1764200329.787127,58
1764200329.896249,61
1764200330.004861,61
1764200330.114420,62
1764200330.223698,62
1764200330.333302,63
1764200330.440119,64
1764200330.543995,64
1764200330.652557,67
1764200330.761359,65
1764200330.871566,58
1764200330.980595,59
1764200331.089550,57
1764200331.198726,58
1764200331.308273,59
1764200331.417189,58
1764200331.524217,60
1764200331.643646,59
1764200331.752266,60
1764200331.861380,61
1764200331.969710,61
1764200332.078629,62
1764200332.188131,62
1764200332.296844,61
1764200332.407206,61
1764200332.517100,62
1764200332.627125,64
1764200332.736813,70
1764200332.843072,70
1764200332.953563,72
1764200333.063731,73
1764200333.173658,72
1764200333.283170,74
1764200333.392610,73
1764200333.503040,74
1764200333.612863,75
1764200333.722531,75
1764200333.832463,75
1764200333.941944,76
1764200334.051918,77
1764200334.162030,77
1764200334.270655,70
1764200334.380026,71
1764200334.489619,70
1764200334.599621,70
1764200334.709552,71
1764200334.818190,70
1764200334.927842,70
1764200335.038580,70
1764200335.155043,70
1764200335.264350,71
1764200335.371322,73
1764200335.479615,73
1764200335.589413,73
1764200335.698950,74
1764200335.808746,74
1764200335.918571,73
1764200336.028741,75
1764200336.142728,81
1764200336.255623,81
1764200336.365031,80
1764200336.472657,81
1764200336.582502,83
1764200336.693115,83
1764200336.802695,84
1764200336.912307,84
1764200337.021743,84
1764200337.131545,84
1764200337.240980,86
1764200337.351111,86
1764200337.460818,85
1764200337.572086,88
1764200337.682340,88
1764200337.790527,86
1764200337.900204,85
1764200338.010856,80
1764200338.120736,80
1764200338.230051,80
1764200338.340449,80
1764200338.448041,81
1764200338.557571,81
1764200338.667512,81
1764200338.776707,82
1764200338.886582,82
1764200338.989712,82
1764200339.093736,84
1764200339.200211,89
1764200339.309061,89
1764200339.417915,90
1764200339.526855,89
1764200339.635161,92
1764200339.744364,91
1764200339.850650,91
1764200339.960251,91
1764200340.064305,92
1764200340.171710,93
1764200340.281799,93
1764200340.391575,93
1764200340.501078,93
1764200340.612236,93
1764200340.721316,96
1764200340.829469,95
1764200340.941451,96
1764200341.051749,95
1764200341.165567,88
1764200341.274776,88
1764200341.384005,88
1764200341.493418,88
1764200341.603110,89
1764200341.713107,88
1764200341.821792,88
1764200341.931574,89
1764200342.040767,90
1764200342.152900,91
1764200342.263686,90
1764200342.372771,91
1764200342.482008,91
1764200342.591183,91
1764200342.699728,90
1764200342.808610,92
1764200342.918369,93
1764200343.027836,99
1764200343.137955,99
1764200343.247248,99
1764200343.356844,100
1764200343.471151,99
1764200343.580766,99
1764200343.691006,98
1764200343.800444,97
1764200343.909599,96
1764200344.015971,61
1764200344.121045,54
1764200344.228997,55
1764200344.338634,55
1764200344.444932,55
1764200344.553071,50
1764200344.669034,49
1764200344.778518,50
1764200344.888315,49
1764200344.995702,50
1764200345.100962,50
1764200345.210589,51
1764200345.319891,51
1764200345.436012,51
1764200345.547860,52
1764200345.658244,53
1764200345.768085,53
1764200345.878166,55
1764200345.988509,55
